3c_alani	2041770406	sc_rom_barb_east	playable	Alani	Alani Rebels	Alani	73	barbarian	false	data\ui\units\icons\france	data\ui\flags\3c_alani		data\ui\flags\Carthage	183	222	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3c_alani	date_rebels	true	true	0	false	false	63	63	3c	You are attacking the Alani!	You are defending against the Alani!		FACTION_CHOSOKABE	Alani	Alani	The Alani	true	183	222	155	rom_Barbarian	500	%n of %n Tribal Chiefs	Influence: -%n Tribal Chiefs	Influence: -%n Tribal Chief	Influence: +%n Tribal Chiefs	Influence: +%n Tribal Chief	false
3c_alani_civil_war	2041770990	sc_rom_barb_east	playable	Alani Pretenders	Alani Rebels	Alani Pretenders	73	barbarian	false	data\ui\units\icons\france	data\ui\flags\3c_alani_civil_war		data\ui\flags\Rome	43	78	132	0	0	0	0	0	0	0	0	0	240	173	173	173	255	255	240	255	255	3c_alani		false	false	0	false	false	73	73		You are attacking Alani Pretenders!	You are defending against Alani Pretenders!		FACTION_CHOSOKABE	Alani Pretenders	Alani Pretenders	Alani Pretenders	true	43	78	132	rom_Barbarian	0						false
3c_alani_secession	2041771044	sc_rom_barb_east	playable	Alani Secessionists	Alani Rebels	Alani Secessionists	73	barbarian	false	data\ui\units\icons\france	data\ui\flags\3c_alani_secession		data\ui\flags\Rome	43	78	132	0	0	0	0	0	0	0	0	0	240	173	173	173	255	255	240	255	255	3c_alani		false	false	0	false	false	73	73		You are attacking Alani Secessionists!	You are defending against Alani Secessionists!		FACTION_CHOSOKABE	Alani Secessionists	Alani Secessionists	Alani Secessionists	true	43	78	132	rom_Barbarian	0						false
3c_alemanni	2041770671	sc_rom_germanic	playable	Alemanni	Alemanni Rebels	Alemanni	87	barbarian	false	data\ui\units\icons\france	data\ui\flags\3c_alemanni		data\ui\flags\Carthage	221	169	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3c_germanic		false	false	0	false	false	87	87	3c	You are attacking the Alemanni!	You are defending against the Alemanni!		FACTION_CHOSOKABE	Alemanni	Alemanni	Alemanni	false	221	169	96	rom_Barbarian	0						false
3c_ardhan	2041770518	sc_rom_eastern	playable	Ardhan	Ardhan Rebels	Ardhan	64	eastern	false	data\ui\units\icons\france	data\ui\flags\Ardhan		data\ui\flags\Carthage	59	118	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3c_easter		false	false	0	false	false	64	64	3c	You are attacking Ardhan!	You are defending against Ardhan!		FACTION_CHOSOKABE	Ardhan	Ardhan	Ardhan	false	59	118	116	rom_Eastern	0						false
3c_armenia	2041770362	sc_rom_eastern	playable	Armenia	Armenian Rebels	Armenia	64	eastern	false	data\ui\units\icons\france	data\ui\flags\Armenia		data\ui\flags\Carthage	125	143	117	9	79	150	228	180	9	228	180	9	173	173	173	255	255	240	255	255	240	3c_armenia	date_rebels	true	true	0	false	false	64	64	3c	You are attacking Armenia!	You are defending against Armenia!		FACTION_CHOSOKABE	Armenia	Armenia	Armenia	true	125	143	117	rom_Eastern	500	%n of %n Court Nobles	Influence: -%n Court Nobles	Influence: -%n Court Nobles	Influence: +%n Court Nobles	Influence: +%n Court Noble	false
3c_armenia_civil_war	2041770994	sc_rom_eastern	playable	Armenia Pretenders	Armenian Rebels	Armenia Pretenders	64	eastern	false	data\ui\units\icons\france	data\ui\flags\3c_armenia_civil_war		data\ui\flags\Rome	43	78	132	0	0	0	0	0	0	0	0	0	240	173	173	173	255	255	240	255	255	3c_armenia		false	false	0	false	false	64	64		You are attacking Armenia Pretenders!	You are defending against Armenia Pretenders!		FACTION_CHOSOKABE	Armenia Pretenders	Armenia Pretenders	Armenia Pretenders	true	43	78	132	rom_Eastern	0						false
3c_armenia_secession	2041771046	sc_rom_eastern	playable	Armenia Secessionists	Armenian Rebels	Armenia Secessionists	64	eastern	false	data\ui\units\icons\france	data\ui\flags\3c_armenia_secession		data\ui\flags\Rome	43	78	132	0	0	0	0	0	0	0	0	0	240	173	173	173	255	255	240	255	255	3c_armenia		false	false	0	false	false	64	64		You are attacking Armenia Secessionists!	You are defending against Armenia Secessionists!		FACTION_CHOSOKABE	Armenia Secessionists	Armenia Secessionists	Armenia Secessionists	true	43	78	132	rom_Eastern	0						false
3c_axum	2041770501	sc_rom_african_arabian	playable	Axum	Axum Rebels	Axum	63	eastern	false	data\ui\units\icons\france	data\ui\flags\Axum		data\ui\flags\Carthage	133	116	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3c_sabaean		false	false	0	false	false	63	63	3c	You are attacking Axum!	You are defending against Axum!		FACTION_CHOSOKABE	Axum	Axum	Axum	false	133	116	86	rom_Eastern	0						false
3c_baktria	2041770534	sc_rom_eastern	playable	Baktria	Baktrian Rebels	Baktria	64	eastern	false	data\ui\units\icons\france	data\ui\flags\3c_baktria		data\ui\flags\Carthage	157	141	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3c_easter		false	false	0	false	false	64	64	3c	You are attacking Baktria!	You are defending against Baktria!		FACTION_CHOSOKABE	Baktria	Baktria	Baktria	false	157	141	171	rom_Eastern	0						false
