3c_armenia_military_cavalry_4	rom_building_food_consumption	8	this_region
3c_armenia_military_cavalry_4	rom_building_recruitment_points	2	this_province
3c_armenia_military_infantry_2	rom_building_food_consumption	2	this_region
3c_armenia_military_infantry_3	rom_building_food_consumption	4	this_region
3c_armenia_military_infantry_3	rom_building_recruitment_points	1	this_province
3c_armenia_military_infantry_4	rom_building_food_consumption	6	this_region
3c_armenia_military_infantry_4	rom_building_recruitment_points	2	this_province
3c_barb_agriculture_1	rom_building_food_farming_grain	4	this_region
3c_barb_agriculture_1	rom_building_gdp_agriculture_farming	40	this_building
3c_barb_agriculture_cattle_2	rom_building_food_farming_grain	5	this_region
3c_barb_agriculture_cattle_2	rom_building_gdp_agriculture_animal_husbandry	100	this_building
3c_barb_agriculture_cattle_2	rom_building_squalor	1	this_region
3c_barb_agriculture_cattle_3	rom_building_food_farming_grain	7	this_region
3c_barb_agriculture_cattle_3	rom_building_gdp_agriculture_animal_husbandry	175	this_building
3c_barb_agriculture_cattle_3	rom_building_public_order_happiness	-3	this_province
3c_barb_agriculture_cattle_3	rom_building_squalor	3	this_region
3c_barb_agriculture_cattle_4	rom_building_food_farming_grain	9	this_region
3c_barb_agriculture_cattle_4	rom_building_gdp_agriculture_animal_husbandry	250	this_building
3c_barb_agriculture_cattle_4	rom_building_public_order_happiness	-6	this_province
3c_barb_agriculture_cattle_4	rom_building_squalor	5	this_region
3c_barb_agriculture_farm_2	rom_building_food_farming_grain	7	this_region
3c_barb_agriculture_farm_2	rom_building_gdp_agriculture_farming	60	this_building
3c_barb_agriculture_farm_2	rom_building_squalor	1	this_region
3c_barb_agriculture_farm_3	rom_building_food_farming_grain	10	this_region
3c_barb_agriculture_farm_3	rom_building_gdp_agriculture_farming	80	this_building
3c_barb_agriculture_farm_3	rom_building_public_order_happiness	-3	this_province
3c_barb_agriculture_farm_3	rom_building_squalor	3	this_region
3c_barb_agriculture_farm_4	rom_building_food_farming_grain	15	this_region
3c_barb_agriculture_farm_4	rom_building_gdp_agriculture_farming	100	this_building
3c_barb_agriculture_farm_4	rom_building_public_order_happiness	-6	this_province
3c_barb_agriculture_farm_4	rom_building_squalor	5	this_region
3c_barb_agriculture_horse_2	rom_building_food_farming_grain	4	this_region
3c_barb_agriculture_horse_2	rom_building_gdp_agriculture_animal_husbandry	60	this_building
3c_barb_agriculture_horse_2	rom_building_public_order_happiness	-2	this_province
3c_barb_agriculture_horse_2	rom_building_squalor	1	this_region
3c_barb_agriculture_horse_3	rom_building_food_farming_grain	4	this_region
3c_barb_agriculture_horse_3	rom_building_gdp_agriculture_animal_husbandry	80	this_building
3c_barb_agriculture_horse_3	rom_building_public_order_happiness	-4	this_province
3c_barb_agriculture_horse_3	rom_building_squalor	3	this_region
3c_barb_agriculture_horse_4	rom_building_food_farming_grain	4	this_region
3c_barb_agriculture_horse_4	rom_building_gdp_agriculture_animal_husbandry	100	this_building
3c_barb_agriculture_horse_4	rom_building_public_order_happiness	-6	this_province
3c_barb_agriculture_horse_4	rom_building_squalor	5	this_region
3c_barb_agriculture_horse_4	rom_building_unit_experience_cavalry	1	this_province
3c_barb_agriculture_nomad_1	rom_building_food_farming_grain	4	this_region
3c_barb_agriculture_nomad_1	rom_building_gdp_agriculture_farming	40	this_building
3c_barb_agriculture_nomad_camp_2	rom_building_food_farming_grain	7	this_region
3c_barb_agriculture_nomad_camp_2	rom_building_gdp_agriculture_farming	60	this_building
3c_barb_agriculture_nomad_camp_2	rom_building_squalor	1	this_region
3c_barb_agriculture_nomad_camp_3	rom_building_food_farming_grain	10	this_region
3c_barb_agriculture_nomad_camp_3	rom_building_gdp_agriculture_farming	80	this_building
3c_barb_agriculture_nomad_camp_3	rom_building_public_order_happiness	-3	this_province
3c_barb_agriculture_nomad_camp_3	rom_building_squalor	3	this_region
3c_barb_agriculture_nomad_camp_4	rom_building_food_farming_grain	15	this_region
3c_barb_agriculture_nomad_camp_4	rom_building_gdp_agriculture_farming	100	this_building
3c_barb_agriculture_nomad_camp_4	rom_building_public_order_happiness	-6	this_province
3c_barb_agriculture_nomad_camp_4	rom_building_squalor	5	this_region
3c_barb_agriculture_nomad_herd_2	rom_building_food_farming_grain	4	this_region
3c_barb_agriculture_nomad_herd_2	rom_building_gdp_agriculture_animal_husbandry	60	this_building
3c_barb_agriculture_nomad_herd_2	rom_building_squalor	1	this_region
3c_barb_agriculture_nomad_herd_3	rom_building_food_farming_grain	4	this_region
3c_barb_agriculture_nomad_herd_3	rom_building_gdp_agriculture_animal_husbandry	80	this_building
3c_barb_agriculture_nomad_herd_3	rom_building_public_order_happiness	-3	this_province
3c_barb_agriculture_nomad_herd_3	rom_building_squalor	3	this_region
3c_barb_agriculture_nomad_herd_4	rom_building_food_farming_grain	4	this_region
3c_barb_agriculture_nomad_herd_4	rom_building_gdp_agriculture_animal_husbandry	100	this_building
3c_barb_agriculture_nomad_herd_4	rom_building_public_order_happiness	-6	this_province
3c_barb_agriculture_nomad_herd_4	rom_building_squalor	5	this_region
3c_barb_agriculture_nomad_weaver_2	rom_building_food_farming_grain	5	this_region
3c_barb_agriculture_nomad_weaver_2	rom_building_gdp_agriculture_animal_husbandry	100	this_building
3c_barb_agriculture_nomad_weaver_2	rom_building_squalor	1	this_region
3c_barb_agriculture_nomad_weaver_3	rom_building_food_farming_grain	7	this_region
3c_barb_agriculture_nomad_weaver_3	rom_building_gdp_agriculture_animal_husbandry	175	this_building
3c_barb_agriculture_nomad_weaver_3	rom_building_public_order_happiness	-3	this_province
3c_barb_agriculture_nomad_weaver_3	rom_building_squalor	3	this_region
3c_barb_agriculture_nomad_weaver_4	rom_building_food_farming_grain	9	this_region
3c_barb_agriculture_nomad_weaver_4	rom_building_gdp_agriculture_animal_husbandry	250	this_building
3c_barb_agriculture_nomad_weaver_4	rom_building_public_order_happiness	-6	this_province
3c_barb_agriculture_nomad_weaver_4	rom_building_squalor	5	this_region
3c_barb_amber_1	rom_building_gdp_trade_local	150	this_building
3c_barb_amber_1	rom_building_growth_all	1	this_province
3c_barb_amber_1	rom_building_public_order_happiness	1	this_province
3c_barb_amber_1	rom_building_trade_tariffs_all	2	this_faction
3c_barb_amber_1	rom_region_line_of_sight_extension	12	this_region
3c_barb_amber_2	rom_building_food_consumption	1	this_region
3c_barb_amber_2	rom_building_gdp_trade_local	250	this_building
3c_barb_amber_2	rom_building_growth_all	2	this_province
3c_barb_amber_2	rom_building_public_order_happiness	2	this_province
3c_barb_amber_2	rom_building_road	3	this_region
3c_barb_amber_2	rom_building_squalor	2	this_region
3c_barb_amber_2	rom_building_trade_tariffs_all	4	this_faction
3c_barb_amber_2	rom_region_line_of_sight_extension	12	this_region
3c_barb_amber_3	rom_building_food_consumption	4	this_region
3c_barb_amber_3	rom_building_gdp_trade_local	350	this_building
3c_barb_amber_3	rom_building_growth_all	3	this_province
3c_barb_amber_3	rom_building_public_order_happiness	3	this_province
3c_barb_amber_3	rom_building_road	3	this_region
3c_barb_amber_3	rom_building_squalor	4	this_region
3c_barb_amber_3	rom_building_trade_tariffs_all	6	this_faction
3c_barb_amber_3	rom_region_line_of_sight_extension	12	this_region
3c_barb_amber_4	rom_building_food_consumption	8	this_region
3c_barb_amber_4	rom_building_gdp_trade_local	500	this_building
3c_barb_amber_4	rom_building_growth_all	4	this_province
3c_barb_amber_4	rom_building_public_order_happiness	4	this_province
3c_barb_amber_4	rom_building_road	3	this_region
3c_barb_amber_4	rom_building_squalor	6	this_region
3c_barb_amber_4	rom_building_trade_tariffs_all	8	this_faction
3c_barb_amber_4	rom_region_line_of_sight_extension	12	this_region
3c_barb_artisan_1	rom_building_gdp_industry_manufacture	50	this_building
3c_barb_artisan_bronze_2	rom_building_food_consumption	1	this_region
3c_barb_artisan_bronze_2	rom_building_gdp_industry_manufacture	70	this_building
3c_barb_artisan_bronze_2	rom_building_squalor	2	this_region
3c_barb_artisan_bronze_3	rom_building_food_consumption	2	this_region
3c_barb_artisan_bronze_3	rom_building_gdp_industry_manufacture	100	this_building
3c_barb_artisan_bronze_3	rom_building_squalor	4	this_region
3c_barb_artisan_bronze_4	rom_building_food_consumption	5	this_region
3c_barb_artisan_bronze_4	rom_building_gdp_industry_manufacture	150	this_building
3c_barb_artisan_bronze_4	rom_building_squalor	6	this_region
3c_barb_artisan_coin_2	3c_banditry_building	6	this_province
3c_barb_artisan_coin_2	rom_building_food_consumption	1	this_region
3c_barb_artisan_coin_2	rom_building_gdp_trade_local	200	this_building
3c_barb_artisan_coin_2	rom_building_squalor	2	this_region
3c_barb_artisan_coin_3	3c_banditry_building	7	this_province
3c_barb_artisan_coin_3	rom_building_food_consumption	2	this_region
3c_barb_artisan_coin_3	rom_building_gdp_trade_local	400	this_building
3c_barb_artisan_coin_3	rom_building_squalor	4	this_region
3c_barb_artisan_coin_4	3c_banditry_building	8	this_province
3c_barb_artisan_coin_4	rom_building_food_consumption	5	this_region
3c_barb_artisan_coin_4	rom_building_gdp_trade_local	600	this_building
3c_barb_artisan_coin_4	rom_building_squalor	6	this_region
3c_barb_artisan_maker_2	rom_building_food_consumption	1	this_region
3c_barb_artisan_maker_2	rom_building_gdp_industry_manufacture	80	this_building
3c_barb_artisan_maker_2	rom_building_gdp_mod_culture_entertainment	4	regions_in_this_province
3c_barb_artisan_maker_2	rom_building_public_order_happiness	2	this_province
3c_barb_artisan_maker_2	rom_building_squalor	2	this_region
3c_barb_artisan_maker_3	rom_building_food_consumption	2	this_region
3c_barb_artisan_maker_3	rom_building_gdp_industry_manufacture	160	this_building
3c_barb_artisan_maker_3	rom_building_gdp_mod_culture_entertainment	8	regions_in_this_province
3c_barb_artisan_maker_3	rom_building_public_order_happiness	4	this_province
3c_barb_artisan_maker_3	rom_building_squalor	4	this_region
3c_barb_artisan_maker_4	rom_building_food_consumption	5	this_region
3c_barb_artisan_maker_4	rom_building_gdp_industry_manufacture	240	this_building
3c_barb_artisan_maker_4	rom_building_gdp_mod_culture_entertainment	12	regions_in_this_province
