att_bld_all_agriculture_generic_1	att_effect_economy_gdp_agriculture_farming	building_to_building_own	30.0000
att_bld_all_agriculture_generic_1	att_effect_economy_gdp_fertility_agriculture	building_to_building_own	30.0000
att_bld_all_agriculture_generic_1	att_effect_food_production_farming_grain	region_to_region_own	10.0000
att_bld_all_agriculture_generic_1	att_effect_food_production_fertility	region_to_region_own	8.0000
att_bld_all_agriculture_grain_2	att_effect_economy_gdp_agriculture_farming	building_to_building_own	30.0000
att_bld_all_agriculture_grain_2	att_effect_economy_gdp_fertility_agriculture	building_to_building_own	30.0000
att_bld_all_agriculture_grain_2	att_effect_food_production_farming_grain	region_to_region_own	20.0000
att_bld_all_agriculture_grain_2	att_effect_food_production_fertility	region_to_region_own	18.0000
att_bld_all_agriculture_grain_2	att_effect_public_order_sanitation	province_to_province_own	-1.0000
att_bld_all_agriculture_grain_2	att_effect_sanitation_squalor_buildings	region_to_region_own	1.0000
att_bld_all_agriculture_grain_3	att_effect_economy_gdp_agriculture_farming	building_to_building_own	50.0000
att_bld_all_agriculture_grain_3	att_effect_economy_gdp_fertility_agriculture	building_to_building_own	50.0000
att_bld_all_agriculture_grain_3	att_effect_food_production_farming_grain	region_to_region_own	30.0000
att_bld_all_agriculture_grain_3	att_effect_food_production_fertility	region_to_region_own	26.0000
att_bld_all_agriculture_grain_3	att_effect_public_order_sanitation	province_to_province_own	-3.0000
att_bld_all_agriculture_grain_3	att_effect_sanitation_squalor_buildings	region_to_region_own	3.0000
att_bld_all_agriculture_grain_4	att_effect_economy_gdp_agriculture_farming	building_to_building_own	80.0000
att_bld_all_agriculture_grain_4	att_effect_economy_gdp_fertility_agriculture	building_to_building_own	80.0000
att_bld_all_agriculture_grain_4	att_effect_food_production_farming_grain	region_to_region_own	40.0000
att_bld_all_agriculture_grain_4	att_effect_food_production_fertility	region_to_region_own	34.0000
att_bld_all_agriculture_grain_4	att_effect_public_order_sanitation	province_to_province_own	-5.0000
att_bld_all_agriculture_grain_4	att_effect_sanitation_squalor_buildings	region_to_region_own	5.0000
att_bld_all_agriculture_vegetables_2	att_effect_economy_gdp_fertility_agriculture	building_to_building_own	90.0000
att_bld_all_agriculture_vegetables_2	att_effect_food_production_fertility	region_to_region_own	18.0000
att_bld_all_agriculture_vegetables_2	att_effect_public_order_sanitation	province_to_province_own	-1.0000
att_bld_all_agriculture_vegetables_2	att_effect_sanitation_squalor_buildings	region_to_region_own	1.0000
att_bld_all_agriculture_vegetables_3	att_effect_economy_gdp_fertility_agriculture	building_to_building_own	160.0000
att_bld_all_agriculture_vegetables_3	att_effect_food_production_fertility	region_to_region_own	26.0000
att_bld_all_agriculture_vegetables_3	att_effect_public_order_sanitation	province_to_province_own	-3.0000
att_bld_all_agriculture_vegetables_3	att_effect_sanitation_squalor_buildings	region_to_region_own	3.0000
att_bld_all_agriculture_vegetables_4	att_effect_economy_gdp_fertility_agriculture	building_to_building_own	250.0000
att_bld_all_agriculture_vegetables_4	att_effect_food_production_fertility	region_to_region_own	34.0000
att_bld_all_agriculture_vegetables_4	att_effect_public_order_sanitation	province_to_province_own	-5.0000
att_bld_all_agriculture_vegetables_4	att_effect_sanitation_squalor_buildings	region_to_region_own	5.0000
att_bld_all_city_major_ruins	att_effect_settlement_walls_8m_hidden	region_to_region_own	1.0000
att_bld_all_industry_major_generic_1	att_effect_economy_gdp_industry	building_to_building_own	375.0000
att_bld_all_industry_major_mosaic_2	att_effect_economy_gdp_industry	building_to_building_own	750.0000
att_bld_all_industry_major_mosaic_2	att_effect_economy_gdp_mod_culture	province_to_region_own	5.0000
att_bld_all_industry_major_mosaic_2	att_effect_public_order_sanitation	province_to_province_own	-2.0000
att_bld_all_industry_major_mosaic_2	att_effect_sanitation_squalor_buildings	region_to_region_own	2.0000
att_bld_all_industry_major_mosaic_3	att_effect_economy_gdp_industry	building_to_building_own	1250.0000
att_bld_all_industry_major_mosaic_3	att_effect_economy_gdp_mod_culture	province_to_region_own	10.0000
att_bld_all_industry_major_mosaic_3	att_effect_public_order_sanitation	province_to_province_own	-5.0000
att_bld_all_industry_major_mosaic_3	att_effect_sanitation_squalor_buildings	region_to_region_own	5.0000
att_bld_all_industry_major_mosaic_4	att_effect_economy_gdp_industry	building_to_building_own	2000.0000
att_bld_all_industry_major_mosaic_4	att_effect_economy_gdp_mod_culture	province_to_region_own	15.0000
