att_abandoned_0	att_cult_barbarian			Ruined Building		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_settlement_ruin	false	att_bld_all_ruins		true
att_abandoned_0	att_cult_eastern			Ruined Building		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_settlement_ruin	false	att_bld_all_ruins		true
att_abandoned_0	att_cult_nomadic			Ruined Building		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_settlement_ruin	false	att_bld_all_ruins		true
att_abandoned_0	att_cult_roman	att_sub_cult_roman_east		Ruined Building		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_settlement_ruin	false	att_bld_all_ruins		true
att_abandoned_0	att_cult_roman	att_sub_cult_roman_west		Ruined Building		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_settlement_ruin	false	att_bld_all_ruins		true
att_bld_all_agriculture_generic_1	att_cult_eastern			Fields		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_sassanid_agriculture_generic_1	false	att_bld_all_agriculture_generic_1	att_bld_all_agriculture_generic_1	true
att_bld_all_agriculture_generic_1	att_cult_roman	att_sub_cult_roman_east		Fields		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_roman_east_agriculture_generic_1	false	att_bld_all_agriculture_generic_1	att_bld_all_agriculture_generic_1	true
att_bld_all_agriculture_generic_1	att_cult_roman	att_sub_cult_roman_west		Fields		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_roman_west_agriculture_generic_1	false	att_bld_all_agriculture_generic_1	att_bld_all_agriculture_generic_1	true
att_bld_all_agriculture_grain_2	att_cult_eastern			Wheat Fields		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_sassanid_agriculture_grain_2	false	att_bld_all_agriculture_grain_2	att_bld_all_agriculture_grain_2	true
att_bld_all_agriculture_grain_2	att_cult_roman	att_sub_cult_roman_east		Wheat Fields		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_roman_east_agriculture_grain_2	false	att_bld_all_agriculture_grain_2	att_bld_all_agriculture_grain_2	true
att_bld_all_agriculture_grain_2	att_cult_roman	att_sub_cult_roman_west		Wheat Fields		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_roman_west_agriculture_grain_2	false	att_bld_all_agriculture_grain_2	att_bld_all_agriculture_grain_2	true
att_bld_all_agriculture_grain_3	att_cult_eastern			Wheat Farm		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_sassanid_agriculture_grain_3	false	att_bld_all_agriculture_grain_3	att_bld_all_agriculture_grain_3	true
att_bld_all_agriculture_grain_3	att_cult_roman	att_sub_cult_roman_east		Wheat Farm		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_roman_east_agriculture_grain_3	false	att_bld_all_agriculture_grain_3	att_bld_all_agriculture_grain_3	true
att_bld_all_agriculture_grain_3	att_cult_roman	att_sub_cult_roman_west		Wheat Farm		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_roman_west_agriculture_grain_3	false	att_bld_all_agriculture_grain_3	att_bld_all_agriculture_grain_3	true
att_bld_all_agriculture_grain_4	att_cult_eastern			Wheat Querns		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_sassanid_agriculture_grain_4	false	att_bld_all_agriculture_grain_4	att_bld_all_agriculture_grain_4	true
att_bld_all_agriculture_grain_4	att_cult_roman	att_sub_cult_roman_east		Wheat Mills		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_roman_east_agriculture_grain_4	false	att_bld_all_agriculture_grain_4	att_bld_all_agriculture_grain_4	true
att_bld_all_agriculture_grain_4	att_cult_roman	att_sub_cult_roman_west		Wheat Mills		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_roman_west_agriculture_grain_4	false	att_bld_all_agriculture_grain_4	att_bld_all_agriculture_grain_4	true
att_bld_all_city_major_ruins				Ruined City		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_settlement_ruin	false	att_bld_all_ruins	att_bld_all_ruins	true
att_bld_all_city_minor_ruins				Ruined Village		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_settlement_ruin	false	att_bld_all_ruins	att_bld_all_ruins	true
att_bld_all_industry_major_generic_1	att_cult_eastern			Workshops		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_sassanid_industry_major_generic_1	false	att_bld_all_industry_major_generic_1	att_bld_all_industry_major_generic_1	true
att_bld_all_industry_major_generic_1	att_cult_roman	att_sub_cult_roman_east		Workshops		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_roman_east_industry_major_generic_1	false	att_bld_all_industry_major_generic_1	att_bld_all_industry_major_generic_1	true
att_bld_all_industry_major_generic_1	att_cult_roman	att_sub_cult_roman_west		Workshops		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_roman_west_industry_major_generic_1	false	att_bld_all_industry_major_generic_1	att_bld_all_industry_major_generic_1	true
att_bld_all_industry_major_mosaic_2	att_cult_eastern			Tilemaker		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_sassanid_industry_major_mosaic_2	false	att_bld_all_industry_major_mosaic_2	att_bld_all_industry_major_mosaic_2	true
