24139	main_attila	att_reg_aegyptus_oxyrhynchus	primary	rom_minor_primary
24140	main_attila	att_reg_aegyptus_oxyrhynchus	secondary	att_minor_gold
24141	main_attila	att_reg_aethiopia_aksum	primary	rom_major_primary
24142	main_attila	att_reg_aethiopia_aksum	secondary	att_major_furs
24143	main_attila	att_reg_aethiopia_pachoras	primary	rom_minor_primary
24144	main_attila	att_reg_aethiopia_pachoras	secondary	rom_minor_secondary
24145	main_attila	att_reg_africa_constantina	primary	rom_minor_primary
24146	main_attila	att_reg_africa_constantina	secondary	att_minor_marble
24147	main_attila	att_reg_aquitania_avaricum	primary	rom_minor_primary
24148	main_attila	att_reg_aquitania_avaricum	secondary	att_minor_gold
24149	main_attila	att_reg_aquitania_elusa	primary	rom_minor_primary
24150	main_attila	att_reg_aquitania_elusa	secondary	rom_minor_secondary
24151	main_attila	att_reg_arabia_felix_zafar	primary	rom_major_primary
24152	main_attila	att_reg_arabia_felix_zafar	secondary	att_city_zafar
24153	main_attila	att_reg_arabia_magna_dumatha	primary	rom_minor_primary
24154	main_attila	att_reg_arabia_magna_dumatha	secondary	rom_minor_secondary
24155	main_attila	att_reg_arabia_magna_hira	primary	rom_minor_primary
24156	main_attila	att_reg_arabia_magna_hira	secondary	rom_minor_secondary
24157	main_attila	att_reg_arabia_magna_yathrib	primary	rom_major_primary
24158	main_attila	att_reg_arabia_magna_yathrib	secondary	att_major_iron
24159	main_attila	att_reg_armenia_duin	primary	rom_major_primary
24160	main_attila	att_reg_armenia_duin	secondary	rom_major_secondary
24161	main_attila	att_reg_armenia_payttakaran	primary	rom_minor_primary
24162	main_attila	att_reg_armenia_payttakaran	secondary	rom_minor_secondary
24163	main_attila	att_reg_armenia_tosp	primary	rom_minor_primary
24164	main_attila	att_reg_armenia_tosp	secondary	att_minor_wood
24165	main_attila	att_reg_asia_synnada	primary	rom_minor_primary
24166	main_attila	att_reg_asia_synnada	secondary	att_minor_marble
24167	main_attila	att_reg_asorstan_arbela	primary	rom_minor_primary
24168	main_attila	att_reg_asorstan_arbela	secondary	att_minor_marble
24169	main_attila	att_reg_asorstan_ctesiphon	primary	rom_major_primary
24170	main_attila	att_reg_asorstan_ctesiphon	secondary	rom_major_secondary
24171	main_attila	att_reg_baetica_corduba	primary	rom_major_primary
24172	main_attila	att_reg_baetica_corduba	secondary	rom_major_secondary
24173	main_attila	att_reg_baetica_hispalis	primary	rom_minor_primary
24174	main_attila	att_reg_baetica_hispalis	secondary	rom_minor_secondary
24175	main_attila	att_reg_belgica_augusta_treverorum	primary	rom_major_primary
24176	main_attila	att_reg_belgica_augusta_treverorum	secondary	att_major_wood
24177	main_attila	att_reg_belgica_colonia_agrippina	primary	rom_minor_primary
24178	main_attila	att_reg_belgica_colonia_agrippina	secondary	rom_minor_secondary
24179	main_attila	att_reg_belgica_durocorterum	primary	rom_minor_primary
24180	main_attila	att_reg_belgica_durocorterum	secondary	rom_minor_secondary
24181	main_attila	att_reg_bithynia_amasea	primary	rom_minor_primary
24182	main_attila	att_reg_bithynia_amasea	secondary	rom_minor_secondary
24183	main_attila	att_reg_bithynia_ancyra	primary	rom_major_primary
24184	main_attila	att_reg_bithynia_ancyra	secondary	att_major_silk
24185	main_attila	att_reg_britannia_inferior_eboracum	primary	rom_major_primary
24186	main_attila	att_reg_britannia_inferior_eboracum	secondary	rom_major_secondary
24187	main_attila	att_reg_britannia_inferior_lindum	primary	rom_minor_primary
24188	main_attila	att_reg_britannia_inferior_lindum	secondary	rom_minor_secondary
24189	main_attila	att_reg_britannia_superior_corinium	primary	rom_minor_primary
24190	main_attila	att_reg_britannia_superior_corinium	secondary	rom_minor_secondary
24191	main_attila	att_reg_britannia_superior_londinium	primary	rom_major_primary
24192	main_attila	att_reg_britannia_superior_londinium	secondary	att_major_iron
24193	main_attila	att_reg_caledonia_et_hibernia_eildon	primary	rom_minor_primary
24194	main_attila	att_reg_caledonia_et_hibernia_eildon	secondary	att_minor_wood
24195	main_attila	att_reg_caledonia_et_hibernia_tuesis	primary	rom_major_primary
24196	main_attila	att_reg_caledonia_et_hibernia_tuesis	secondary	rom_major_secondary
24197	main_attila	att_reg_cappadocia_caesarea_eusebia	primary	rom_major_primary
24198	main_attila	att_reg_cappadocia_caesarea_eusebia	secondary	rom_major_secondary
24199	main_attila	att_reg_cappadocia_melitene	primary	rom_minor_primary
24200	main_attila	att_reg_cappadocia_melitene	secondary	att_minor_lead
